 Transaction No ,date,Product Number,product_name ,Price($),Qty,Customer No, Country
?,?,?,?,?,?,?,?
550196,2019-04-15,23181,bull dog bottle top wall clock,18.71,N/A,14796.0,U.K.
561893,2019-07-31,22667,Recipe Box Retrospot???,13.27,1.0,12942.0,Gr8 Britain
573285,28-Oct-2019,79321,Chilli Lights@@,16.14,8.0,17611.0,U.K.
566601,2019-09-13,85099F,Jumbo Bag Strawberry##,6.19,1.0,16469.0,UK
581193,2019-12-07,22896,peg bag apples design,6.19,ten,17097.0,Spain
554031,20-May-2019,23065,Large Deco Jewellery Stand???,£23.06,ten,16497.0,England
578926,27-Nov-2019,84988,SET OF 72 PINK HEART PAPER DOILIES,6.19,ten,18156.0,England
573576,31-Oct-2019,22178,VICTORIAN GLASS HANGING T-LIGHT,12.77,4.0,14096.0,U.K.
580272,2019-12-02,84030E,ENGLISH ROSE HOT WATER BOTTLE,6.19,1.0,15547.0,Gr8 Britain
567512,9/20/2019,23293,Set Of 12 Fairy Cake Baking Cases@@,11.1,16.0,12720.0,Germany
567213,"September 19, 2019",22694,Wicker Star???,$12.4,4.0,14684.0,GB
555703,2019-06-06,20727,Lunch Bag Black Skull???,5.97 EUR,ten,15379.0,England
551855,2019-05-04,22423,regency cakestand 3 tier,$23.32,3.0,12836.0,Gr8 Britain
579124,1574899200000000000,23197,Sketchbook Magnetic Shopping List!!,$6.13,1.0,15721.0,GB
536623,12/2/2018,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10.92,32.0,15601.0,England
563905,2019-08-21,47566,PARTY BUNTING,$15.32,ten,13267.0,UK
574084,1572652800000000000,23090,VINTAGE GLASS T-LIGHT HOLDER,free,36.0,14528.0,united kingdom
564370,1566691200000000000,22766,Photo Frame Cornice ,£13.27,ten,17134.0,England
,,,,,,,
,,,,,,,
577549,1574208000000000000,20728,lunch bag cars blue,free,N/A,17841.0,UK
560203,"July 15, 2019",22179,set 10 night owl lights,17.17,1.0,15311.0,GB
552857,1557532800000000000,22135,Mini Ladle Love Heart Pink@@,$11.1,1.0,14857.0,U.K.
539492,12/20/2018,22972,Children's Spaceboy Mug✨,13.69 EUR,1.0,16492.0,United Kingdom
552822,2019-05-11,21238,Red Retrospot Cup✨,£11.12,2.0,15521.0,England
539761,1545436800000000000,84826,asstd design 3d paper stickers,free,N/A,17593.0,United Kingdom
,,,,,,,
569372,10/3/2019,20985,Heart Calculator ,$12.77,1.0,15372.0,U.K.
579404,29-Nov-2019,22273,Feltcraft Doll Molly???,$6.19,6.0,14126.0,U.K.
536591,2018-12-01,21620,set of 4 rose botanical candles,free,1.0,14606.0,united kingdom
536782,2018-12-02,22626,BLACK KITCHEN SCALES,18.96,N/A,17567.0,UK
554956,5/27/2019,22910,Paper Chain Kit Vintage Christmas@@,$17.05,1.0,17956.0,UK
566077,"September 09, 2019",23272,Tree T-Light Holder Willie Winkie✨,11.94,ten,13441.0,united kingdom
566033,08-Sep-2019,23318,BOX OF 6 MINI VINTAGE CRACKERS,12.8,N/A,16031.0,UK
552013,05-May-2019,22432,Watering Can Pink Bunny@@,$12.25,12.0,12451.0,Switzerland
552514,1557360000000000000,22251,Birdhouse Decoration Magic Garden???,12.77,1.0,13514.0,UK
545066,"February 27, 2019",22441,grow your own basil in enamel mug,free,N/A,13610.0,U.K.
572330,1571875200000000000,20679,Edwardian Parasol Red@@,$16.35,1.0,16426.0,Gr8 Britain
564974,31-Aug-2019,22614,Pack Of 12 Spaceboy Tissues ,£11.1,N/A,16974.0,U.K.
540512,2019-01-09,82581,Toilet Metal Sign???,free,ten,17114.0,GB
578818,11/25/2019,22077,6 Ribbons Rustic Charm???,£6.19,ten,17920.0,GB
558542,1561852800000000000,22674,FRENCH TOILET SIGN BLUE METAL,11.53,3.0,13593.0,England
545075,2/28/2019,22969,Homemade Jam Scented Candles##,11.74 EUR,ten,14211.0,United Kingdom
559064,06-Jul-2019,21164,Home Sweet Home Metal Sign@@,£13.27,12.0,15673.0,U.K.
553146,13-May-2019,23172,Regency Tea Plate Pink!!,11.94,12.0,14873.0,U.K.
542794,1548979200000000000,22301,Coffee Mug Cat + Bird Design ,15.33,1.0,15794.0,United Kingdom
540257,05-Jan-2019,22767,Triple Photo Frame Cornice✨,£20.45,ten,12748.0,United Kingdom
568135,1569196800000000000,23300,Gardeners Kneeling Pad Cup Of Tea ,13.62,1.0,13135.0,GB
?,?,?,?,?,?,?,?
538917,12/15/2018,22294,heart filigree dove small,11.53,12.0,17449.0,United Kingdom
574063,1572652800000000000,23426,metal sign drop your pants,free,3.0,13271.0,UK
550464,2019-04-18,22907,Pack Of 20 Napkins Pantry Design✨,11.12 EUR,ten,16550.0,United Kingdom
564740,2019-08-28,23207,lunch bag alphabet design,free,1.0,14044.0,Gr8 Britain
?,?,?,?,?,?,?,?
570836,2019-10-12,22941,christmas lights 10 reindeer,$18.96,ten,17410.0,U.K.
542246,26-Jan-2019,84836,zinc metal heart decoration,11.53,N/A,15227.0,United Kingdom
556917,15-Jun-2019,21539,RED RETROSPOT BUTTER DISH,free,N/A,12415.0,Australia
563854,8/19/2019,84991,60 TEATIME FAIRY CAKE CASES,10.81,24.0,12364.0,Belgium
550331,4/17/2019,22297,Heart Ivory Trellis Small✨,£11.53,2.0,15555.0,United Kingdom
569565,"October 05, 2019",22704,Wrap Red Apples ,free,25.0,16722.0,UK
569223,"October 02, 2019",22731,3d Christmas Stamps Stickers ,£11.53,5.0,16283.0,GB
537389,12/6/2018,21260,FIRST AID TIN,$13.58,N/A,17757.0,united kingdom
577048,2019-11-17,22138,Baking Set 9 Piece Retrospot ,15.32,ten,13247.0,united kingdom
578086,1574380800000000000,23311,VINTAGE CHRISTMAS STOCKING,free,6.0,17519.0,United Kingdom
557482,2019-06-20,72351A,Set/6 Turquoise Butterfly T-Lights##,14.48 EUR,N/A,13482.0,GB
568346,9/26/2019,82483,wood 2 drawer cabinet white finish,£24.73,1.0,14096.0,United Kingdom
573633,2019-10-31,20713,jumbo bag owls,7.24 EUR,2.0,14633.0,U.K.
549372,2019-04-08,22499,WOODEN UNION JACK BUNTING,16.35,N/A,14958.0,England
543812,13-Feb-2019,22948,Metal Decoration Naughty Children!!,free,24.0,17472.0,UK
553525,1558051200000000000,22189,Cream Heart Card Holder✨,free,N/A,16266.0,United Kingdom
556459,2019-06-10,35970,ZINC FOLKART SLEIGH BELLS,14.48 EUR,1.0,13459.0,England
575930,1573430400000000000,23090,vintage glass t-light holder,11.92,2.0,14930.0,Gr8 Britain
,,,,,,,
539475,"December 19, 2018",22149,FELTCRAFT 6 FLOWER FRIENDS,12.4,N/A,16686.0,England
553014,"May 12, 2019",84991,60 Teatime Fairy Cake Cases@@,$10.81,ten,13451.0,Gr8 Britain
556482,1560297600000000000,21725,Sweeties Stickers@@,$11.12,ten,17242.0,England
549014,1554422400000000000,20726,Lunch Bag Woodland✨,free,N/A,17841.0,United Kingdom
563956,2019-08-22,20727,Lunch Bag Black Skull##,$5.97,N/A,14282.0,Gr8 Britain
562452,05-Aug-2019,23145,ZINC T-LIGHT HOLDER STAR LARGE,$11.22,N/A,16302.0,U.K.
553134,2019-05-13,23202,Jumbo Bag Vintage Leaf!!,6.13,N/A,15382.0,England
551058,"April 26, 2019",22487,white wood garden plant ladder,20.45,1.0,14606.0,UK
560926,2019-07-22,22993,Set Of 4 Pantry Jelly Moulds???,12.77 EUR,2.0,17926.0,UK
C546777,16-Mar-2019,84978,Hanging Heart Jar T-Light Holder!!,11.34 EUR,N/A,17080.0,united kingdom
577700,"November 21, 2019",16225,Rattle Snake Eggs##,11.53,ten,14449.0,England
562393,2019-08-04,22729,Alarm Clock Bakelike Orange@@,$14.09,4.0,18172.0,united kingdom
579196,28-Nov-2019,22360,Glass Jar English Confectionery##,$6.19,1.0,14096.0,GB
562526,05-Aug-2019,21028,Ninja Rabbit Black✨,11.53,1.0,16880.0,united kingdom
554964,"May 27, 2019",48138,Doormat Union Flag✨,$18.4,ten,15867.0,Gr8 Britain
569896,1570320000000000000,84551,crochet dog keyring,free,12.0,16896.0,UK
557938,"June 23, 2019",22379,Recycling Bag Retrospot✨,$14.48,1.0,14938.0,Gr8 Britain
551876,5/5/2019,21166,COOK WITH WINE METAL SIGN,12.38,ten,14867.0,United Kingdom
566272,"September 11, 2019",23170,REGENCY TEA PLATE ROSES,11.94,ten,14487.0,England
541869,2019-01-24,22151,Place Setting White Heart✨,free,8.0,13869.0,UK
?,?,?,?,?,?,?,?
568066,23-Sep-2019,23295,SET OF 12 MINI LOAF BAKING CASES,11.1,1.0,14529.0,GB
C579886,1575072000000000000,23146,Triple Hook Antique Ivory Rose##,6.19,-1.0,15676.0,Gr8 Britain
563166,1565568000000000000,15036,Assorted Colours Silk Fan!!,$11.1,96.0,18092.0,England
552232,"May 06, 2019",21238,red retrospot cup,11.92 EUR,1.0,13232.0,GB
576840,16-Nov-2019,20726,Lunch Bag Woodland ,7.24,ten,14840.0,U.K.
546896,"March 17, 2019",35915C,PEACH KNITTED HEN,11.1,N/A,15896.0,GB
555350,1559433600000000000,23138,Single Wire Hook Ivory Heart!!,-11.74,12.0,17652.0,United Kingdom
563098,"August 12, 2019",23188,vintage 2 metre folding ruler,11.94,12.0,14911.0,EIRE
551747,2019-05-04,21284,retrospot candle small,£10.68,96.0,14298.0,U.K.
559506,"July 08, 2019",23084,rabbit night light,14.48,2.0,13506.0,GB
577337,2019-11-18,23130,Mistletoe Heart Wreath Green???,14.5 EUR,1.0,15494.0,Gr8 Britain
546406,1552262400000000000,85202,Hanging Wood And Felt Heart##,$11.06,-2,16406.0,United Kingdom
,,,,,,,
550527,"April 19, 2019",21094,Set/6 Red Spotty Paper Plates!!,11.12,-24,12476.0,Germany
574298,"November 03, 2019",23345,DOLLY GIRL BEAKER,12.77,1.0,16298.0,U.K.
555200,01-Jun-2019,23300,Gardeners Kneeling Pad Cup Of Tea???,$11.94,N/A,17315.0,U.K.
553541,5/17/2019,21080,Set/20 Red Retrospot Paper Napkins@@,£12.77,N/A,14541.0,U.K.
558066,"June 24, 2019",21111,SWISS ROLL TOWEL CHOCOLATE SPOTS,£16.18,1.0,16066.0,UK
569653,05-Oct-2019,23292,Spaceboy Childrens Cup???,11.53,24.0,12451.0,Switzerland
578827,"November 25, 2019",22916,Herb Marker Thyme ,$6.19,N/A,16827.0,U.K.
563022,1565481600000000000,22737,Ribbon Reel Christmas Present ,11.94,3.0,17248.0,England
559665,1562803200000000000,23065,large deco jewellery stand,23.06,1.0,12556.0,Gr8 Britain
570910,10/13/2019,22626,Black Kitchen Scales✨,18.96,2.0,15489.0,U.K.
544565,"February 21, 2019",85206A,Cream Felt Easter Egg Basket✨,free,6.0,18055.0,GB
538363,12/10/2018,22327,Round Snack Boxes Set Of 4 Skulls!!,13.27,2.0,18016.0,Gr8 Britain
569374,2019-10-03,35649,Vintage Bead Cosmetic Bag@@,12.77 EUR,1.0,15374.0,Gr8 Britain
572758,1571961600000000000,21787,rain poncho retrospot,$11.92,ten,17758.0,united kingdom
544776,2/23/2019,22557,Plasters In Tin Vintage Paisley!!,free,1.0,15776.0,GB
558066,6/24/2019,22692,Doormat Welcome To Our Home✨,26.43,1.0,16066.0,United Kingdom
560926,1563753600000000000,23203,Jumbo Bag Vintage Doily!!,free,N/A,17926.0,England
551351,28-Apr-2019,23076,Ice Cream Sundae Lip Gloss✨,11.32,48.0,14298.0,GB
580520,1575417600000000000,22190,Local Cafe Mug@@,7.24,N/A,13521.0,England
567653,9/21/2019,21524,Doormat Spotty Home Sweet Home???,$18.71,ten,12550.0,England
553662,"May 18, 2019",37471,Multicolour Polkadot Plate!!,11.12 EUR,N/A,14758.0,Gr8 Britain
544083,2/15/2019,22725,ALARM CLOCK BAKELIKE CHOCOLATE,14.09,8.0,15606.0,U.K.
569105,1569801600000000000,23004,travel card wallet pantry,10.68,N/A,16729.0,U.K.
568916,2019-09-29,23393,Home Sweet Home Cushion Cover ,14.09,4.0,15452.0,UK
580665,"December 05, 2019",22629,Spaceboy Lunch Box ,7.24,ten,16684.0,united kingdom
546542,"March 14, 2019",22112,Chocolate Hot Water Bottle##,$15.32,2.0,13263.0,united kingdom
568780,9/29/2019,22983,Card Billboard Font@@,10.68 EUR,24.0,18235.0,U.K.
551529,01-May-2019,21242,Red Retrospot Plate???,11.98,16.0,12524.0,Germany
575477,"November 09, 2019",20655,Queen Of Skies Luggage Tag✨,$12.77,1.0,14477.0,U.K.
577121,17-Nov-2019,23196,Vintage Leaf Magnetic Notepad##,11.74,ten,12681.0,France
560291,7/18/2019,22386,JUMBO BAG PINK POLKADOT,$7.24,3.0,15291.0,Gr8 Britain
546406,3/11/2019,22245,Hook 1 Hanger Magic Garden ,$11.92,1.0,16406.0,U.K.
C570099,2019-10-07,37449,ceramic cake stand + hanging cakes,18.96 EUR,ten,13798.0,UK
,,,,,,,
542932,2019-02-02,22767,Triple Photo Frame Cornice ,20.45 EUR,N/A,13089.0,UK
577319,18-Nov-2019,22222,CAKE PLATE LOVEBIRD WHITE,$15.32,1.0,17301.0,UK
542624,31-Jan-2019,21870,I Can Only Please One Person Mug@@,£13.62,1.0,12624.0,France
561615,7/28/2019,22089,PAPER BUNTING VINTAGE PAISLEY,13.27,6.0,13319.0,united kingdom
539958,2018-12-23,22201,frying pan blue polkadot,$13.69,9.0,13958.0,Gr8 Britain
578347,2019-11-24,20979,36 Pencils Tube Red Retrospot ,7.24,1.0,12347.0,Iceland
578921,"November 27, 2019",84842,Hello Sailor Bathroom Set!!,6.19,1.0,13596.0,UK
539483,1545177600000000000,22725,Alarm Clock Bakelike Chocolate##,14.09,N/A,17218.0,U.K.
578041,22-Nov-2019,21167,White Sage Incense✨,$10.47,25.0,17338.0,UK
?,?,?,?,?,?,?,?
537823,1544227200000000000,21442,Green Birdhouse Decoration##,$11.95,N/A,15823.0,united kingdom
537692,2018-12-08,82582,Area Patrolled Metal Sign ,12.4,N/A,14796.0,united kingdom
,,,,,,,
569234,1569974400000000000,22063,ceramic bowl with strawberry design,13.27,N/A,17841.0,United Kingdom
574737,11/6/2019,22557,PLASTERS IN TIN VINTAGE PAISLEY,11.94 EUR,12.0,14868.0,United Kingdom
,,,,,,,
579777,11/30/2019,23371,set 36 colour pencils spaceboy,£6.19,ten,13777.0,united kingdom
538378,1544572800000000000,22449,Silk Purse Babushka Pink@@,13.68,3.0,14577.0,GB
560445,1563494400000000000,23066,Small Deco Jewellery Stand✨,$17.89,48.0,14156.0,EIRE
577358,11/18/2019,20733,Gold Mini Tape Measure ,$11.1,N/A,12358.0,Austria
543399,"February 08, 2019",22469,Heart Of Wicker Small!!,$13.62,ten,13399.0,England
576091,14-Nov-2019,22197,POPCORN HOLDER,£11.12,24.0,16779.0,U.K.
575970,2019-11-13,23202,Jumbo Bag Vintage Leaf@@,6.19,N/A,16416.0,England
?,?,?,?,?,?,?,?
572903,26-Oct-2019,71270,Photo Clip Line@@,11.53,ten,17974.0,Gr8 Britain
578307,"November 23, 2019",23109,Pack Of Six Led Tea Lights???,6.13,N/A,17290.0,GB
580119,1575158400000000000,85099B,jumbo bag red retrospot,6.19,ten,17920.0,Gr8 Britain
576848,2019-11-16,22992,Revolver Wooden Ruler✨,£12.25,ten,15051.0,England
564897,1567209600000000000,22726,Alarm Clock Bakelike Green???,$14.09,N/A,12678.0,France
536532,1543622400000000000,22095,Lads Only Tissue Box???,11.53,12.0,12433.0,Norway
,,,,,,,
537608,"December 07, 2018",21868,Potting Shed Tea Mug!!,-11.53,N/A,15024.0,united kingdom
574332,2019-11-04,84997A,Childrens Cutlery Polkadot Green ,£14.5,40.0,12664.0,Finland
552039,1557100800000000000,21967,pack of 12 skull tissues,10.55,N/A,13081.0,united kingdom
557287,19-Jun-2019,23245,set of 3 regency cake tins,15.32,ten,18109.0,United Kingdom
577078,17-Nov-2019,21976,PACK OF 60 MUSHROOM CAKE CASES,free,1.0,17078.0,UK
549360,4/8/2019,84879,ASSORTED COLOUR BIRD ORNAMENT,$11.98,ten,17035.0,GB
550500,4/18/2019,21094,Set/6 Red Spotty Paper Plates##,11.1,7.0,16500.0,U.K.
547070,20-Mar-2019,23182,Toilet Sign Occupied Or Vacant!!,£11.1,-4,16115.0,U.K.
554996,"May 29, 2019",85123A,cream hanging heart t-light holder,$13.27,2.0,16407.0,UK
,,,,,,,
549790,2019-04-12,22466,Fairy Tale Cottage Night Light ,12.25,12.0,16172.0,united kingdom
550496,2019-04-18,22190,Local Cafe Mug##,12.77,2.0,13496.0,England
554008,2019-05-20,37449,Ceramic Cake Stand + Hanging Cakes!!,20.45 EUR,-2,17455.0,United Kingdom
552295,1557273600000000000,22844,vintage cream dog food container,$18.96,N/A,14224.0,united kingdom
C578276,23-Nov-2019,23493,Vintage Doily Travel Sewing Kit##,6.13,ten,17511.0,United Kingdom
544295,2/17/2019,22674,French Toilet Sign Blue Metal@@,free,12.0,14298.0,United Kingdom
556080,1559952000000000000,22896,Peg Bag Apples Design@@,16.18,2.0,12080.0,U.K.
561658,"July 28, 2019",22846,Bread Bin Diner Style Red!!,27.62 EUR,ten,12743.0,Unspecified
546091,09-Mar-2019,21497,FANCY FONTS BIRTHDAY WRAP,$10.68,N/A,14936.0,Channel Islands
536528,01-Dec-2018,22634,Childs Breakfast Set Spaceboy✨,£20.45,1.0,15525.0,united kingdom
567180,18-Sep-2019,85099C,JUMBO BAG BAROQUE BLACK WHITE,6.19,2.0,17802.0,GB
547358,1553212800000000000,21213,Pack Of 72 Skull Cake Cases✨,free,5.0,15998.0,United Kingdom
540832,11-Jan-2019,21211,Set Of 72 Skull Paper Doilies##,$12.77,1.0,13832.0,Gr8 Britain
560580,2019-07-19,82482,Wooden Picture Frame White Finish✨,12.4,ten,14088.0,GB
551423,1556409600000000000,22916,HERB MARKER THYME,10.92,1.0,12423.0,Belgium
578506,"November 24, 2019",21947,set of 6 heart chopsticks,$6.19,N/A,17458.0,UK
537385,2018-12-06,22423,Regency Cakestand 3 Tier##,23.32,4.0,14487.0,GB
547387,3/22/2019,22844,Vintage Cream Dog Food Container##,18.96,2.0,12539.0,Spain
544316,17-Feb-2019,22714,Card Birthday Cowboy!!,£10.68,12.0,16556.0,Gr8 Britain
555545,1559692800000000000,47566B,Tea Time Party Bunting✨,15.32,4.0,17735.0,GB
?,?,?,?,?,?,?,?
560262,2019-07-17,21034,rex cash+carry jumbo shopper,11.22 EUR,2.0,14224.0,Gr8 Britain
536624,02-Dec-2018,22568,feltcraft cushion owl,14.09 EUR,N/A,13418.0,UK
543828,2/14/2019,20828,glitter butterfly clips,12.86,12.0,14156.0,EIRE
547367,1553212800000000000,82482,Wooden Picture Frame White Finish ,12.86,N/A,15437.0,united kingdom
557123,6/16/2019,22493,Paint Your Own Canvas Set##,free,3.0,15555.0,UK
571257,"October 14, 2019",23247,Biscuit Tin 50'S Christmas ,£16.18,1.0,14257.0,UK
550459,4/18/2019,48185,doormat fairy cake,18.4,N/A,18116.0,GB
,,,,,,,
542409,1548547200000000000,22908,Pack Of 20 Napkins Red Apples@@,free,N/A,15311.0,United Kingdom
541239,16-Jan-2019,22197,Popcorn Holder@@,10.99,ten,16401.0,England
567153,9/16/2019,23050,recycled acapulco mat green,18.71,2.0,14056.0,united kingdom
570374,2019-10-10,72760B,Vintage Cream 3 Basket Cake Stand???,$20.45,N/A,14719.0,Gr8 Britain
578140,11/23/2019,22417,Pack Of 60 Spaceboy Cake Cases???,6.19,240.0,14646.0,Netherlands
546235,"March 10, 2019",22813,PACK 3 BOXES BIRD PANETTONE,free,ten,14976.0,Gr8 Britain
545579,1551657600000000000,20717,strawberry shopper bag,11.53 EUR,10.0,17508.0,Gr8 Britain
566891,1568505600000000000,23213,Star Wreath Decoration With Bell@@,$11.53,12.0,14894.0,England
557640,6/21/2019,22631,Circus Parade Lunch Box##,$13.62,ten,15640.0,GB
561902,1564531200000000000,21260,first aid tin,13.58,48.0,17404.0,Sweden
552508,1557360000000000000,23201,Jumbo Bag Alphabet@@,free,3.0,15508.0,U.K.
576249,2019-11-14,23287,Red Vintage Spot Beaker✨,11.12 EUR,3.0,17811.0,GB
571713,10/18/2019,21155,red retrospot peg bag,15.33 EUR,N/A,15713.0,united kingdom
544093,2019-02-16,21155,Red Retrospot Peg Bag ,12.86 EUR,6.0,13750.0,united kingdom
544681,22-Feb-2019,22730,Alarm Clock Bakelike Ivory@@,14.09,1.0,15681.0,united kingdom
559557,1562803200000000000,23171,REGENCY TEA PLATE GREEN,11.94 EUR,ten,17444.0,Canada
544681,2/22/2019,21993,floral folk stationery set,12.77,N/A,15681.0,United Kingdom
540154,1/5/2019,21446,12 red rose peg place settings,12.82,N/A,12154.0,united kingdom
550987,2019-04-21,23066,Small Deco Jewellery Stand##,$27.3,N/A,12987.0,England
555282,6/2/2019,22989,Set 2 Pantry Design Tea Towels##,free,24.0,12709.0,Germany
572130,2019-10-21,85032B,Blossom Images Gift Wrap Set!!,free,ten,13460.0,Gr8 Britain
571279,10/16/2019,23406,Home Sweet Home Key Holder✨,16.66,1.0,16466.0,England
577078,2019-11-17,21930,JUMBO STORAGE BAG SKULLS,14.48,N/A,17078.0,U.K.
542929,1549065600000000000,21930,jumbo storage bag skulls,$12.25,ten,17811.0,U.K.
540529,1546992000000000000,21930,Jumbo Storage Bag Skulls##,12.25,20.0,16748.0,England
540639,"January 10, 2019",85178,Victorian Sewing Kit!!,free,24.0,13107.0,United Kingdom
542233,1548460800000000000,84050,Pink Heart Shape Egg Frying Pan@@,$11.53,N/A,13098.0,GB
568095,1569196800000000000,22453,Measuring Tape Babushka Blue✨,13.27,6.0,14911.0,EIRE
,,,,,,,
577485,11/20/2019,23371,set 36 colour pencils spaceboy,$11.53,1.0,16360.0,United Kingdom
540099,1/4/2019,22844,Vintage Cream Dog Food Container ,18.96,N/A,15808.0,U.K.
544214,2019-02-17,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12.77 EUR,ten,12214.0,U.K.
567901,"September 22, 2019",22329,Round Container Set Of 5 Retrospot ,free,2.0,17901.0,UK
548920,4/5/2019,22051,Blue Scandinavian Paisley Wrap##,£10.68,N/A,13018.0,GB
573358,30-Oct-2019,21523,DOORMAT FANCY FONT HOME SWEET HOME,18.71,2.0,17213.0,United Kingdom
552683,5/10/2019,22681,french blue metal door sign 6,12.77 EUR,ten,16683.0,England
548984,"April 05, 2019",22382,Lunch Bag Spaceboy Design ,5.97,N/A,14546.0,UK
557466,2019-06-20,23243,set of tea coffee sugar tins pantry,£15.32,4.0,13815.0,Germany
562158,8/3/2019,23289,DOLLY GIRL CHILDRENS BOWL,£11.53,1.0,15039.0,U.K.
581173,07-Dec-2019,23275,Set Of 3 Hanging Owls Ollie Beak???,£6.19,12.0,17870.0,U.K.
575587,10-Nov-2019,85049C,Romantic Pinks Ribbons ,free,2.0,17461.0,UK
568188,2019-09-25,23207,Lunch Bag Alphabet Design ,5.97,1.0,16049.0,Gr8 Britain
579712,"November 30, 2019",23103,JINGLE BELL HEART DECORATION,free,ten,15467.0,United Kingdom
C575663,1573344000000000000,21136,Painted Metal Pears Assorted##,11.98,-1.0,13769.0,England
579129,2019-11-28,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,free,N/A,17852.0,United Kingdom
542229,26-Jan-2019,21381,Mini Wooden Happy Birthday Garland???,$11.98,ten,12474.0,Germany
563835,19-Aug-2019,23199,Jumbo Bag Apples!!,6.19,ten,13242.0,England
551414,28-Apr-2019,21533,Retrospot Large Milk Jug ,$15.32,ten,15622.0,united kingdom
553577,5/18/2019,22435,Set Of 9 Heart Shaped Balloons ,free,ten,12437.0,France
546421,"March 13, 2019",17003,Brocade Ring Purse##,10.55 EUR,72.0,13700.0,England
537638,1544140800000000000,85231G,ORANGE SCENTED SET/9 T-LIGHTS,$11.95,2.0,15638.0,GB
578065,2019-11-22,22909,Set Of 20 Vintage Christmas Napkins##,free,8.0,15065.0,England
551880,1557014400000000000,48138,Doormat Union Flag✨,18.4 EUR,N/A,17374.0,U.K.
581439,"December 08, 2019",22951,60 cake cases dolly girl design,£6.04,ten,15439.0,Gr8 Britain
541784,1/21/2019,22560,TRADITIONAL MODELLING CLAY,$11.53,ten,17277.0,Gr8 Britain
579512,1574985600000000000,21833,Camouflage Led Torch!!,6.13,1.0,14512.0,England
,,,,,,,
578519,11/24/2019,22097,Swallow Square Tissue Box##,free,3.0,14591.0,united kingdom
552176,1557100800000000000,22423,Regency Cakestand 3 Tier##,23.32,N/A,17516.0,GB
566585,9/13/2019,22584,Pack Of 6 Panettone Gift Boxes@@,$12.86,N/A,16409.0,U.K.
553751,2019-05-19,22928,Yellow Giant Garden Thermometer???,£16.35,ten,15630.0,united kingdom
546389,2019-03-11,22425,ENAMEL COLANDER CREAM,£15.32,3.0,16801.0,Gr8 Britain
566094,2019-09-09,22697,Green Regency Teacup And Saucer ,$13.27,1.0,17965.0,England
576618,15-Nov-2019,23274,star t-light holder willie winkie,£13.62,1.0,17618.0,united kingdom
,,,,,,,
578067,1574380800000000000,21213,Pack Of 72 Skull Cake Cases##,£11.53,1.0,12067.0,England
,,,,,,,
566603,9/13/2019,23264,Set Of 3 Wooden Sleigh Decorations!!,£12.77,N/A,13603.0,U.K.
548728,"April 04, 2019",22706,Wrap Cowboys##,10.68,25.0,13198.0,United Kingdom
537884,12/9/2018,22778,Glass Cloche Small???,£13.72,24.0,15694.0,United Kingdom
580367,12/2/2019,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,£6.19,N/A,13367.0,United Kingdom
,,,,,,,
569893,06-Oct-2019,20719,Woodland Charlotte Bag✨,£11.12,ten,12627.0,Germany
561209,1564012800000000000,21708,folding umbrella cream polkadot,$13.62,1.0,14209.0,England
566301,11-Sep-2019,22564,ALPHABET STENCIL CRAFT,$11.53,1.0,16474.0,united kingdom
576894,11/17/2019,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,$14.09,N/A,12681.0,France
537864,2018-12-08,22616,Pack Of 12 London Tissues##,£10.55,24.0,16700.0,U.K.
559923,"July 13, 2019",21328,BALLOONS WRITING SET,11.1,8.0,13923.0,United Kingdom
560579,2019-07-19,21908,Chocolate This Way Metal Sign ,12.4,2.0,15867.0,United Kingdom
561022,2019-07-24,23291,DOLLY GIRL CHILDRENS CUP,11.53,8.0,14800.0,Gr8 Britain
550488,"April 18, 2019",22062,ceramic bowl with love heart design,11.1,28.0,16729.0,UK
562955,11-Aug-2019,22361,Glass Jar Daisy Fresh Cotton Wool!!,$16.18,3.0,13955.0,Gr8 Britain
,,,,,,,
564747,28-Aug-2019,21983,Pack Of 12 Blue Paisley Tissues ,10.55 EUR,12.0,14869.0,united kingdom
557472,2019-06-20,22634,Childs Breakfast Set Spaceboy ,18.96,16.0,12432.0,GB
566297,"September 11, 2019",22665,Recipe Box Blue Sketchbook Design???,$13.27,1.0,16794.0,Gr8 Britain
570818,2019-10-12,23264,Set Of 3 Wooden Sleigh Decorations!!,free,4.0,17841.0,GB
576844,11/16/2019,84836,zinc metal heart decoration,£11.53,48.0,16713.0,united kingdom
559807,12-Jul-2019,22674,French Toilet Sign Blue Metal##,11.53,ten,17841.0,GB
538637,1544659200000000000,22121,noel wooden block letters,$16.35,1.0,17611.0,England
558195,6/27/2019,23120,PACK OF 6 SMALL FRUIT STRAWS,free,24.0,17735.0,UK
567671,21-Sep-2019,21843,Red Retrospot Cake Stand???,18.75,2.0,12671.0,United Kingdom
562392,2019-08-04,23203,Jumbo Bag Vintage Doily##,6.19 EUR,10.0,15205.0,Gr8 Britain
564757,8/30/2019,23061,Vintage Embossed Heart ,12.77 EUR,N/A,12757.0,Portugal
536759,2018-12-02,79164,Black Wine Glass ,free,12.0,16781.0,United Kingdom
